keyword,point,surface,type,rank_group,rank_absolute,title,domain,url,cid,rating_value,rating_votes,is_lmhg
in home therapy Louisville KY,st,maps,maps_search,19,20,St. Matthews Family Dental,familydental502.com,https://familydental502.com/,9272654900879278907,4.8,627,0
in home therapy Louisville KY,st,maps,maps_search,20,21,"David Willey, DMD",drdavidwilley.com,https://www.drdavidwilley.com/,11770289113694075229,4.9,181,0
counseling Louisville KY,office,maps,maps_search,1,1,Louisville Mental Health Group,louisvillementalhealth.org,https://louisvillementalhealth.org/,2768315829466915400,4.4,19,1
counseling Louisville KY,office,maps,maps_search,2,2,Louisville Counseling Associates,,,17820421987806657233,5,1,0
counseling Louisville KY,office,maps,maps_search,3,3,"Tyler Horn, LCSW",louisvillementalhealth.org,https://louisvillementalhealth.org/,10074355657333415292,5,5,1
counseling Louisville KY,office,maps,maps_search,4,4,The InnerView,counselinglouisvilleky.com,https://counselinglouisvilleky.com/,13476317339948307855,3.8,8,0
counseling Louisville KY,office,maps,maps_search,5,5,Baker Sarah L,,,16997915222329197176,,,0
counseling Louisville KY,office,maps,maps_search,6,6,"1st Priority Healthcare, LLC",1stpriorityhealthcare.com,http://www.1stpriorityhealthcare.com/,5814388627300367504,3.5,8,0
counseling Louisville KY,office,maps,maps_search,7,7,Susan Diemer,,,15695289135338672993,,,0
counseling Louisville KY,office,maps,maps_search,8,8,Lisa Mcnear,louisvillecounseling.weebly.com,https://louisvillecounseling.weebly.com/,6417530531138522431,,,0
counseling Louisville KY,office,maps,maps_search,9,9,"Kathryn M. Miller, LMFT",,,11086272437727374659,,,0
counseling Louisville KY,office,maps,maps_search,10,10,Parrish Mark A,counselinglouisvilleky.com,http://www.counselinglouisvilleky.com/,2521854889258428200,,,0
counseling Louisville KY,office,maps,maps_search,11,11,"100 Black Men of Louisville, LLC",100bmol.org,http://100bmol.org/,13984188018544272424,,,0
counseling Louisville KY,office,maps,maps_search,12,12,"Thomas L. Haffner, LMFT, LLC",haffnertherapy.com,http://www.haffnertherapy.com/,17924884313301513905,,,0
therapist Louisville KY,office,maps,maps_search,1,1,Louisville Counseling Associates,,,17820421987806657233,5,1,0
therapist Louisville KY,office,maps,maps_search,2,2,"Tyler Horn, LCSW",louisvillementalhealth.org,https://louisvillementalhealth.org/,10074355657333415292,5,5,1
therapist Louisville KY,office,maps,maps_search,3,3,Louisville Mental Health Group,louisvillementalhealth.org,https://louisvillementalhealth.org/,2768315829466915400,4.4,19,1
therapist Louisville KY,office,maps,maps_search,4,4,The InnerView,counselinglouisvilleky.com,https://counselinglouisvilleky.com/,13476317339948307855,3.8,8,0
therapist Louisville KY,office,maps,maps_search,5,5,Baker Sarah L,,,16997915222329197176,,,0
therapist Louisville KY,office,maps,maps_search,6,6,Susan Diemer,,,15695289135338672993,,,0
therapist Louisville KY,office,maps,maps_search,7,7,Bardstown Road Physical Therapy Group,physicaltherapygroupinc.com,http://www.physicaltherapygroupinc.com/,17942862270547205962,4.9,81,0
therapist Louisville KY,office,maps,maps_search,8,8,"1st Priority Healthcare, LLC",1stpriorityhealthcare.com,http://www.1stpriorityhealthcare.com/,5814388627300367504,3.5,8,0
therapist Louisville KY,office,maps,maps_search,9,9,Lisa Mcnear,louisvillecounseling.weebly.com,https://louisvillecounseling.weebly.com/,6417530531138522431,,,0
therapist Louisville KY,office,maps,maps_search,10,10,"Kathryn M. Miller, LMFT",,,11086272437727374659,,,0
therapist Louisville KY,office,maps,maps_search,11,11,Unlimited Learning PLLC,,,15459436112849531471,,,0
therapist Louisville KY,office,maps,maps_search,12,12,"Thomas L. Haffner, LMFT, LLC",haffnertherapy.com,http://www.haffnertherapy.com/,17924884313301513905,,,0
mental health services Louisville KY,downtown,maps,maps_search,1,1,Better You Behavioral Health Services,,,12068886867425774092,5,1,0
mental health services Louisville KY,downtown,maps,maps_search,2,2,Steps Behavioral Care,,,1753429238079149891,,,0
mental health services Louisville KY,downtown,maps,maps_search,3,3,Conscientia Health,conscientiahealth.com,https://www.conscientiahealth.com/,7882553465664180267,,,0
mental health services Louisville KY,downtown,maps,maps_search,4,4,Old Louisville Counseling Center,,,9129094734765265546,,,0
mental health services Louisville KY,downtown,maps,maps_search,5,5,"Improved Dynamics ABA - Louisville, KY",improveddynamicsaba.com,https://improveddynamicsaba.com/,5099960698760385780,5,8,0
mental health services Louisville KY,downtown,maps,maps_search,6,6,Renew Wellness Center,uniteddrugsdetoxcenters.store,https://uniteddrugsdetoxcenters.store/,654752529910375976,5,9,0
mental health services Louisville KY,downtown,maps,maps_search,7,7,Pax Recovery Center,paxrecoverycenter.org,https://www.paxrecoverycenter.org/,17058234278314520731,4.8,48,0
mental health services Louisville KY,downtown,maps,maps_search,8,8,Cecil Mike,,,4714976177061031153,5,1,0
mental health services Louisville KY,downtown,maps,maps_search,9,9,Crisis & Information Center,,,15546629347861497175,5,2,0
mental health services Louisville KY,downtown,maps,maps_search,10,10,Brittainy Shaw,,,1268301052706177397,1,1,0
mental health services Louisville KY,downtown,maps,maps_search,11,11,"Kimberly LaFollette, Psy.D.",kimberlylafollette.com,http://www.kimberlylafollette.com/,13859285000941699518,5,1,0
mental health services Louisville KY,downtown,maps,maps_search,12,12,Sagacity Wellness Group,,,2736530874127176641,,,0
mental health services Louisville KY,downtown,maps,maps_search,13,13,Louisville Counseling Directory,,,13332365546462742004,,,0
mental health services Louisville KY,downtown,maps,maps_search,14,14,Better You Behavioral Health Services,betteryoubhs.com,https://www.betteryoubhs.com/,17976063433541470056,4.4,7,0
mental health services Louisville KY,downtown,maps,maps_search,15,15,"Tamara Roberts, PHD",,,6109210469996246688,5,1,0
mental health services Louisville KY,downtown,maps,maps_search,16,16,Vanburen Mulca Emily,,,15064531364913651978,,,0
mental health services Louisville KY,downtown,maps,maps_search,17,17,Dr. Teri L Maynard,,,602260867892686374,,,0
mental health services Louisville KY,downtown,maps,maps_search,18,18,Geftos Patricia S,,,10146864119459080575,,,0
mental health services Louisville KY,downtown,maps,maps_search,19,19,"Amy Gonshak, Ph.D.",uoflhealth.org,https://uoflhealth.org/provider/amy-gonshak-rehabilitation-psychologist/,10775880473664699222,,,0
mental health services Louisville KY,downtown,maps,maps_search,20,20,Downtown Counseling Associates,,,4752649149072517388,,,0
therapy Louisville KY,unknown,maps,local_pack,1,1,Baptist Health Physical Therapy - Jeffersontown,baptisthealth.com,https://www.baptisthealth.com/locations/physical-therapy-jeffersontown?utm_source=google&utm_medium=organic&utm_content=gbp-website&utm_campaign=033-loc-gbp-listing,7002421356813445603,5,1,0
therapy Louisville KY,unknown,maps,local_pack,2,2,Jewish Hospital Physical Therapy: Hockensmith David L MD,,,18035399901717129434,,,0
community based mental health services Louisville KY,unknown,maps,local_pack,1,1,Derby City Counseling,derbycitycounseling.com,http://derbycitycounseling.com/,13494564945055058624,5,12,0
therapy Louisville KY,unknown,maps,local_pack,1,1,"Improved Dynamics ABA - Louisville, KY",improveddynamicsaba.com,https://improveddynamicsaba.com/,5099960698760385780,5,8,0
therapy Louisville KY,unknown,maps,local_pack,2,2,Cardinal Family Care,cardinalfamilycare.com,https://www.cardinalfamilycare.com/,17887780695374312637,4.8,1300,0
therapy Louisville KY,unknown,maps,local_pack,3,3,"Sheila L. Kelly, LMT, Myofascial Release Therapist",,,3806980677629992999,,,0
mental health services Louisville KY,jeffersontown,maps,maps_search,1,1,Havenpoint Counseling,havenpointcounseling.com,https://www.havenpointcounseling.com/,2722398005986571156,5,6,0
mental health services Louisville KY,jeffersontown,maps,maps_search,2,2,Specialists Medication Assisted Treatment,specialistsmat.com,https://www.specialistsmat.com/,7737542586348866768,3.7,14,0
in home therapy Louisville KY,jeffersontown,maps,maps_paid_item,1,1,Tender Love & Care Nursing Services,,,,5,57,0
in home therapy Louisville KY,jeffersontown,maps,maps_search,1,2,Havenpoint Counseling,havenpointcounseling.com,https://www.havenpointcounseling.com/,2722398005986571156,5,6,0
in home therapy Louisville KY,jeffersontown,maps,maps_search,2,3,Jeffersontown Rehabilitation,jeffersontownrehab.com,https://jeffersontownrehab.com/,17154904522236587831,4.1,80,0
in home therapy Louisville KY,jeffersontown,maps,maps_search,3,4,Tranquil Gardens Massage,,,8580388472756350793,4.4,24,0
therapist Louisville KY,downtown,maps,maps_search,1,1,Downtown Counseling Associates,,,4752649149072517388,,,0
therapist Louisville KY,downtown,maps,maps_search,2,2,Steps Behavioral Care,,,1753429238079149891,,,0
therapist Louisville KY,downtown,maps,maps_search,3,3,"Improved Dynamics ABA - Louisville, KY",improveddynamicsaba.com,https://improveddynamicsaba.com/,5099960698760385780,5,8,0
therapist Louisville KY,downtown,maps,maps_search,4,4,"Anam Mukhtar, OTD, OTR/L",uoflhealth.org,https://uoflhealth.org/provider/anam-mukhtar-occupational-therapy/?utm_source=GMBSocialClimb&utm_medium=AnamMukhtar%2COTD%2COTR%2FL,9858207348508863521,5,1,0
therapist Louisville KY,downtown,maps,maps_search,5,5,Woodhouse Spa - Downtown Louisville,louisville.woodhousespas.com,https://louisville.woodhousespas.com/?utm_source=google&utm_medium=yext,14689094529386319596,4.9,306,0
therapist Louisville KY,downtown,maps,maps_search,6,6,"Amber Lewis, OT",kleinertkutz.com,http://www.kleinertkutz.com/,12576768912118661101,5,1,0
therapist Louisville KY,downtown,maps,maps_search,7,7,"Mandy Schum, PT, DPT",uoflhealth.org,https://uoflhealth.org/provider/mandy-schum-physical-therapy/?utm_source=GMBSocialClimb&utm_medium=MandySchum%2CPT%2CDPT,5210469156347532125,,,0
therapist Louisville KY,downtown,maps,maps_search,8,8,"Ashlee Erlandson, PT, DPT, ATC",uoflhealth.org,https://uoflhealth.org/provider/ashlee-erlandson-physical-therapist/,9699463796182730248,,,0
therapist Louisville KY,downtown,maps,maps_search,9,9,UofL Health – Frazier Rehabilitation Institute,uoflhealth.org,https://uoflhealth.org/locations/frazier-rehabilitation-institute/?utm_source=GMBSocialClimb&utm_medium=UofLHealth%E2%80%93FrazierRehabilitationInstitute,2791559800093347928,3.6,97,0
therapist Louisville KY,downtown,maps,maps_search,10,10,"Sheila L. Kelly, LMT, Myofascial Release Therapist",,,3806980677629992999,,,0
therapist Louisville KY,downtown,maps,maps_search,11,11,UofL Physicians – Physical Medicine & Rehabilitation,uoflhealth.org,https://uoflhealth.org/locations/uofl-physicians-pmr/?utm_source=GMBSocialClimb&utm_medium=UofLPhysicians%E2%80%93PhysicalMedicine%26Rehabilitation,12465944059245982207,4.8,106,0
therapist Louisville KY,downtown,maps,maps_search,12,12,"Paige Werner, PT, DPT",uoflhealth.org,https://uoflhealth.org/provider/paige-werner-physical-therapy/?utm_source=GMBSocialClimb&utm_medium=PaigeWerner%2CPT%2CDPT,5183852371726604839,,,0
therapist Louisville KY,downtown,maps,maps_search,13,13,"Holly D. Habeeb, MS",kleinertkutz.com,http://www.kleinertkutz.com/,11117000089840930370,,,0
therapist Louisville KY,downtown,maps,maps_search,14,14,"Selena M. Mcgill, CHT",,,15564361212705219998,,,0
therapist Louisville KY,downtown,maps,maps_search,15,15,Flaspoehler Stephanie A,kpadocs.com,http://kpadocs.com/,13018326823072216265,,,0
therapist Louisville KY,downtown,maps,maps_search,16,16,"Robert Roberts, PT",kleinertkutz.com,http://www.kleinertkutz.com/,11513185834550073235,5,1,0
therapist Louisville KY,downtown,maps,maps_search,17,17,BB Massage & Spa,,,4666043588250018842,,,0
therapist Louisville KY,downtown,maps,maps_search,18,18,"Julie Thornton, OTR/L",uoflhealth.org,https://uoflhealth.org/provider/julie-thornton-hand-therapist/?utm_source=GMBSocialClimb&utm_medium=JulieThornton%2COTR%2FL,490619949572288392,,,0
therapist Louisville KY,downtown,maps,maps_search,19,19,"Meredith Bosley, MS, OTR/L",uoflhealth.org,https://uoflhealth.org/provider/meredith-bosley-hand-therapist/?utm_source=GMBSocialClimb&utm_medium=MeredithBosley%2CMS%2COTR%2FL,13638988548126517101,,,0
therapist Louisville KY,downtown,maps,maps_search,20,20,Mokara Salon & Spa,omnihotels.com,https://www.omnihotels.com/hotels/louisville/spa?utm_source=gmblisting&utm_medium=organic,11614757389713447002,4.5,156,0
community based mental health services Louisville KY,unknown,maps,local_pack,1,1,Cardinal Family Care,cardinalfamilycare.com,https://www.cardinalfamilycare.com/,17887780695374312637,4.8,1300,0
in home therapy Louisville KY,unknown,maps,local_pack,1,1,Derby City Counseling,derbycitycounseling.com,http://derbycitycounseling.com/,13494564945055058624,5,12,0
in home therapy Louisville KY,unknown,maps,local_pack,2,2,Inner Piece Therapeutic Services,therapyden.com,https://www.therapyden.com/therapist/cassey-laforge-louisville-ky,9954895306375315748,,,0
in home therapy Louisville KY,unknown,maps,local_pack,3,3,RevitaLife MD,revitalifemd.com,https://www.revitalifemd.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website,15644064227047442882,4.9,432,0
in home therapy Louisville KY,unknown,maps,local_pack,4,4,Mbodi - Mindful Bodywork & Massage,mbodilouisville.com,http://mbodilouisville.com/,9475838673788530051,5,95,0
in home therapy Louisville KY,unknown,maps,local_pack,5,5,The Jiu-Jitsu Therapist,,,15267635979848565481,5,8,0
counseling Louisville KY,jeffersontown,maps,maps_search,1,1,Havenpoint Counseling,havenpointcounseling.com,https://www.havenpointcounseling.com/,2722398005986571156,5,6,0
counseling Louisville KY,jeffersontown,maps,maps_search,2,2,Baptist Health Physical Therapy - Jeffersontown,baptisthealth.com,https://www.baptisthealth.com/locations/physical-therapy-jeffersontown?utm_source=google&utm_medium=organic&utm_content=gbp-website&utm_campaign=033-loc-gbp-listing,7002421356813445603,5,1,0
counseling Louisville KY,jeffersontown,maps,maps_search,3,3,Agape of Jesus Independent Church,agapeofjesuschurch.jimdofree.com,https://agapeofjesuschurch.jimdofree.com/,7507335754152762502,3.2,5,0
counseling Louisville KY,jeffersontown,maps,maps_search,4,4,Specialists Medication Assisted Treatment,specialistsmat.com,https://www.specialistsmat.com/,7737542586348866768,3.7,14,0
counseling Louisville KY,jeffersontown,maps,maps_search,5,5,Adventure Christian Church,adventureky.org,http://www.adventureky.org/,12496765061877288059,4.8,26,0
counseling Louisville KY,jeffersontown,maps,maps_search,6,6,Tracy W. Marx & Associates,tracywmarx.com,http://www.tracywmarx.com/,9796004816443218234,,,0
counseling Louisville KY,unknown,maps,local_pack,1,1,Louisville Counseling Associates,,,17820421987806657233,5,1,0
counseling Louisville KY,unknown,maps,local_pack,2,2,Louisville Mental Health Group,louisvillementalhealth.org,https://louisvillementalhealth.org/,2768315829466915400,4.4,19,1
counseling Louisville KY,unknown,maps,local_pack,3,3,"Tyler Horn, LCSW",louisvillementalhealth.org,https://louisvillementalhealth.org/,10074355657333415292,5,5,1
counseling Louisville KY,unknown,maps,local_pack,4,4,The InnerView,counselinglouisvilleky.com,https://counselinglouisvilleky.com/,13476317339948307855,3.8,8,0
counseling Louisville KY,unknown,maps,local_pack,5,5,Lisa Mcnear,louisvillecounseling.weebly.com,https://louisvillecounseling.weebly.com/,6417530531138522431,,,0
counseling Louisville KY,unknown,maps,local_pack,6,6,"1st Priority Healthcare, LLC",1stpriorityhealthcare.com,http://www.1stpriorityhealthcare.com/,5814388627300367504,3.5,8,0
counseling Louisville KY,unknown,maps,local_pack,7,7,Baker Sarah L,,,16997915222329197176,,,0
counseling Louisville KY,unknown,maps,local_pack,8,8,Susan Diemer,,,15695289135338672993,,,0
counseling Louisville KY,unknown,maps,local_pack,9,9,Parrish Mark A,counselinglouisvilleky.com,http://www.counselinglouisvilleky.com/,2521854889258428200,,,0
counseling Louisville KY,unknown,maps,local_pack,10,10,"Thomas L. Haffner, LMFT, LLC",haffnertherapy.com,http://www.haffnertherapy.com/,17924884313301513905,,,0
counseling Louisville KY,unknown,maps,local_pack,11,11,"Kathryn M. Miller, LMFT",,,11086272437727374659,,,0
family therapy Louisville KY,office,maps,maps_search,1,1,Louisville Counseling Associates,,,17820421987806657233,5,1,0
family therapy Louisville KY,office,maps,maps_search,2,2,"Tyler Horn, LCSW",louisvillementalhealth.org,https://louisvillementalhealth.org/,10074355657333415292,5,5,1
family therapy Louisville KY,office,maps,maps_search,3,3,Louisville Mental Health Group,louisvillementalhealth.org,https://louisvillementalhealth.org/,2768315829466915400,4.4,19,1
family therapy Louisville KY,office,maps,maps_search,4,4,The InnerView,counselinglouisvilleky.com,https://counselinglouisvilleky.com/,13476317339948307855,3.8,8,0
family therapy Louisville KY,office,maps,maps_search,5,5,"1st Priority Healthcare, LLC",1stpriorityhealthcare.com,http://www.1stpriorityhealthcare.com/,5814388627300367504,3.5,8,0
family therapy Louisville KY,office,maps,maps_search,6,6,Bardstown Road Physical Therapy Group,physicaltherapygroupinc.com,http://www.physicaltherapygroupinc.com/,17942862270547205962,4.9,81,0
family therapy Louisville KY,office,maps,maps_search,7,7,"Thomas L. Haffner, LMFT, LLC",haffnertherapy.com,http://www.haffnertherapy.com/,17924884313301513905,,,0
in home therapy Louisville KY,downtown,maps,maps_search,1,1,UofL Health – Frazier Rehabilitation Institute,uoflhealth.org,https://uoflhealth.org/locations/frazier-rehabilitation-institute/?utm_source=GMBSocialClimb&utm_medium=UofLHealth%E2%80%93FrazierRehabilitationInstitute,2791559800093347928,3.6,97,0
in home therapy Louisville KY,downtown,maps,maps_search,2,2,UofL Physicians – Physical Medicine & Rehabilitation,uoflhealth.org,https://uoflhealth.org/locations/uofl-physicians-pmr/?utm_source=GMBSocialClimb&utm_medium=UofLPhysicians%E2%80%93PhysicalMedicine%26Rehabilitation,12465944059245982207,4.8,106,0
in home therapy Louisville KY,downtown,maps,maps_search,3,3,Cardinal Family Care,cardinalfamilycare.com,https://www.cardinalfamilycare.com/,17887780695374312637,4.8,1280,0
in home therapy Louisville KY,downtown,maps,maps_search,4,4,Crisis & Information Center,,,15546629347861497175,5,2,0
in home therapy Louisville KY,downtown,maps,maps_search,5,5,AllyMed,kypainassociates.com,http://www.kypainassociates.com/?utm_medium=AllyMed&utm_source=GMBSocialClimb,11150668958528775865,4.9,236,0
in home therapy Louisville KY,downtown,maps,maps_search,6,6,Better You Behavioral Health Services,betteryoubhs.com,https://www.betteryoubhs.com/,17976063433541470056,4.4,7,0
in home therapy Louisville KY,downtown,maps,maps_search,7,7,Woodhouse Spa - Downtown Louisville,louisville.woodhousespas.com,https://louisville.woodhousespas.com/?utm_source=google&utm_medium=yext,14689094529386319596,4.9,306,0
in home therapy Louisville KY,downtown,maps,maps_search,8,8,UofL Health – Jewish Hospital,uoflhealth.org,https://uoflhealth.org/locations/jewish-hospital/?utm_source=GMBSocialClimb&utm_medium=UofLHealth%E2%80%93JewishHospital,9805744440036822217,3.2,560,0
in home therapy Louisville KY,downtown,maps,maps_search,9,9,Kindred Hospital Louisville at Jewish Hospital,kindredhospitals.com,https://www.kindredhospitals.com/locations/kentucky/louisville-at-jewish-hospital,14830547744719973422,4.1,47,0
in home therapy Louisville KY,downtown,maps,maps_search,10,10,Bourbon & Blush Salon and Spa,bourbonandblushspa.com,http://www.bourbonandblushspa.com/,15725410674658255550,4.1,272,0
in home therapy Louisville KY,downtown,maps,maps_search,11,11,"Elkin Galvis, MD",uoflhealth.org,https://uoflhealth.org/provider/elkin-galvis-hand-surgeon/?utm_source=GMBSocialClimb&utm_medium=ElkinGalvis%2CMD,7805833894520444971,4.8,44,0
in home therapy Louisville KY,downtown,maps,maps_search,12,12,Oasis Mobile Hydration,oasismobilehydration.com,https://www.oasismobilehydration.com/,4955896881608969492,5,25,0
in home therapy Louisville KY,downtown,maps,maps_search,13,13,Dog Training Elite Louisville,dogtrainingelite.com,https://dogtrainingelite.com/louisville,169770150799124360,4.9,52,0
in home therapy Louisville KY,downtown,maps,maps_search,14,14,"Dr Mark Chariker, Md",drchariker.com,http://www.drchariker.com/,13259440497449574614,4.5,47,0
in home therapy Louisville KY,downtown,maps,maps_search,15,15,CVS Pharmacy,cvs.com,https://www.cvs.com/store-locator/louisville-ky-pharmacies/340-w-muhammad-ali-blvd-at-fourth-street-live-louisville-ky-40202/storeid=6210?WT.mc_id=LS_GOOGLE_RX_6210,18102008929177171553,3.9,85,0
counseling Louisville KY,unknown,maps,local_pack,1,1,Old Louisville Counseling Center,,,9129094734765265546,,,0
counseling Louisville KY,unknown,maps,local_pack,2,2,"Improved Dynamics ABA - Louisville, KY",improveddynamicsaba.com,https://improveddynamicsaba.com/,5099960698760385780,5,8,0
family therapy Louisville KY,unknown,maps,local_pack,1,1,Olive Branch Family Counseling,,,15906099659231562543,4.9,9,0
family therapy Louisville KY,unknown,maps,local_pack,2,2,Cardinal Family Care,cardinalfamilycare.com,https://www.cardinalfamilycare.com/,17887780695374312637,4.8,1300,0
community based mental health services Louisville KY,jeffersontown,maps,maps_search,1,1,Havenpoint Counseling,havenpointcounseling.com,https://www.havenpointcounseling.com/,2722398005986571156,5,6,0
counseling Louisville KY,downtown,maps,maps_search,1,1,Old Louisville Counseling Center,,,9129094734765265546,,,0
counseling Louisville KY,downtown,maps,maps_search,2,2,"Improved Dynamics ABA - Louisville, KY",improveddynamicsaba.com,https://improveddynamicsaba.com/,5099960698760385780,5,8,0
counseling Louisville KY,downtown,maps,maps_search,3,3,Downtown Counseling Associates,,,4752649149072517388,,,0
counseling Louisville KY,downtown,maps,maps_search,4,4,Pax Recovery Center,paxrecoverycenter.org,https://www.paxrecoverycenter.org/,17058234278314520731,4.8,48,0
counseling Louisville KY,downtown,maps,maps_search,5,5,Louisville Counseling Directory,,,13332365546462742004,,,0
counseling Louisville KY,downtown,maps,maps_search,6,6,Renew Wellness Center,uniteddrugsdetoxcenters.store,https://uniteddrugsdetoxcenters.store/,654752529910375976,5,9,0
counseling Louisville KY,downtown,maps,maps_search,7,7,Crisis & Information Center,,,15546629347861497175,5,2,0
counseling Louisville KY,downtown,maps,maps_search,8,8,Ashford Credit Repair Louisville,,,9358509028127024454,5,13,0
counseling Louisville KY,downtown,maps,maps_search,9,9,Renewed Beginnings,renewedbc.com,https://renewedbc.com/,6878014537530254254,5,1,0
counseling Louisville KY,downtown,maps,maps_search,10,10,"Aleksander Law Office, pllc",aleksanderlawlouisville.com,http://www.aleksanderlawlouisville.com/,4351381141030873002,4.7,67,0
counseling Louisville KY,downtown,maps,maps_search,11,11,Glade House,,,17871846703408716722,3.8,6,0
counseling Louisville KY,downtown,maps,maps_search,12,12,McClarty & Associates,,,13076826278208983034,4.3,29,0
counseling Louisville KY,downtown,maps,maps_search,13,13,BsideU for Life,bsideuforlife.org,https://www.bsideuforlife.org/,14874664900115912794,4.1,129,0
counseling Louisville KY,downtown,maps,maps_search,14,14,Just Solutions,just-solutions.org,http://www.just-solutions.org/,6225191544061333846,1.8,5,0
counseling Louisville KY,downtown,maps,maps_search,15,15,Credit Debt Consolidation,,,4498674790906174158,5,2,0
counseling Louisville KY,downtown,maps,maps_search,16,16,KentuckianaWorks,kentuckianaworks.org,http://www.kentuckianaworks.org/,15635640644766554093,3.5,13,0
counseling Louisville KY,downtown,maps,maps_search,17,17,Ohio Valley Center for TMS and Ketamine,ovpsych.com,http://ovpsych.com/?utm_source=GMBSocialClimb&utm_medium=OhioValleyCenterforTMSandKetamine,5904236979004559228,,,0
counseling Louisville KY,downtown,maps,maps_search,18,18,UP for Women and Children,uplouisville.org,http://www.uplouisville.org/,8354784046031024311,4.6,68,0
counseling Louisville KY,downtown,maps,maps_search,19,19,"David H. Cook, LCSW",,,1881992472858714599,3.7,3,0
counseling Louisville KY,downtown,maps,maps_search,20,20,Louisville Small Business Development Center,kentuckysbdc.com,https://kentuckysbdc.com/louisville/,7136287264441582305,4.9,513,0
case management Louisville KY,office,maps,maps_search,1,1,Louisville Mental Health Group,louisvillementalhealth.org,https://louisvillementalhealth.org/,2768315829466915400,4.4,19,1
case management Louisville KY,office,maps,maps_search,2,2,"1st Priority Healthcare, LLC",1stpriorityhealthcare.com,http://www.1stpriorityhealthcare.com/,5814388627300367504,3.5,8,0
counseling Louisville KY,unknown,maps,local_pack,1,1,Baptist Health Physical Therapy - Jeffersontown,baptisthealth.com,https://www.baptisthealth.com/locations/physical-therapy-jeffersontown?utm_source=google&utm_medium=organic&utm_content=gbp-website&utm_campaign=033-loc-gbp-listing,7002421356813445603,5,1,0
therapist Louisville KY,unknown,maps,local_pack,1,1,Olive Branch Family Counseling,,,15906099659231562543,4.9,9,0
therapist Louisville KY,unknown,maps,local_pack,2,2,Baptist Health Physical Therapy - Jeffersontown,baptisthealth.com,https://www.baptisthealth.com/locations/physical-therapy-jeffersontown?utm_source=google&utm_medium=organic&utm_content=gbp-website&utm_campaign=033-loc-gbp-listing,7002421356813445603,5,1,0
therapist Louisville KY,unknown,maps,local_pack,3,3,"Mark Robinson, PT",baptisteast.com,http://www.baptisteast.com/baptistjeffersontown,18008889064522342425,,,0
therapy Louisville KY,unknown,maps,local_pack,1,1,Louisville Counseling Associates,,,17820421987806657233,5,1,0
therapy Louisville KY,unknown,maps,local_pack,2,2,Louisville Mental Health Group,louisvillementalhealth.org,https://louisvillementalhealth.org/,2768315829466915400,4.4,19,1
therapy Louisville KY,unknown,maps,local_pack,3,3,"Tyler Horn, LCSW",louisvillementalhealth.org,https://louisvillementalhealth.org/,10074355657333415292,5,5,1
therapy Louisville KY,unknown,maps,local_pack,4,4,The InnerView,counselinglouisvilleky.com,https://counselinglouisvilleky.com/,13476317339948307855,3.8,8,0
therapy Louisville KY,unknown,maps,local_pack,5,5,Bardstown Road Physical Therapy Group,physicaltherapygroupinc.com,http://www.physicaltherapygroupinc.com/,17942862270547205962,4.9,81,0
therapy Louisville KY,unknown,maps,local_pack,6,6,Baker Sarah L,,,16997915222329197176,,,0
therapy Louisville KY,unknown,maps,local_pack,7,7,Lisa Mcnear,louisvillecounseling.weebly.com,https://louisvillecounseling.weebly.com/,6417530531138522431,,,0
therapy Louisville KY,unknown,maps,local_pack,8,8,"1st Priority Healthcare, LLC",1stpriorityhealthcare.com,http://www.1stpriorityhealthcare.com/,5814388627300367504,3.5,8,0
therapy Louisville KY,unknown,maps,local_pack,9,9,"Thomas L. Haffner, LMFT, LLC",haffnertherapy.com,http://www.haffnertherapy.com/,17924884313301513905,,,0
therapy Louisville KY,unknown,maps,local_pack,10,10,Susan Diemer,,,15695289135338672993,,,0
therapy Louisville KY,st,maps,maps_search,1,1,Derby City Counseling,derbycitycounseling.com,http://derbycitycounseling.com/,13494564945055058624,5,12,0
therapy Louisville KY,st,maps,maps_search,2,2,Mindive Louisville,mindivetherapy.com,https://mindivetherapy.com/,14864696548445856057,5,6,0
therapy Louisville KY,st,maps,maps_search,3,3,Northstar Counseling Center,northstarcounselingcenter.com,http://northstarcounselingcenter.com/,8715087175106616123,4.7,12,0
therapy Louisville KY,st,maps,maps_search,4,4,Thriveworks Counseling & Therapy Louisville,thriveworks.com,https://thriveworks.com/louisville-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,12344539005794056131,5,2,0
therapy Louisville KY,st,maps,maps_search,5,5,Banta Counseling LLC,bantacounseling.com,http://www.bantacounseling.com/,14361954784997208910,4.7,13,0
therapy Louisville KY,st,maps,maps_search,6,6,Hollie Colwick Counseling,holliecolwickcounseling.com,http://www.holliecolwickcounseling.com/,14049404355145351635,5,4,0
therapy Louisville KY,st,maps,maps_search,7,7,"Julie Ciriano, LCSW",myinnermoststrength.com,http://myinnermoststrength.com/,16584704834729980328,5,2,0
therapy Louisville KY,st,maps,maps_search,8,8,Kind Mind Neurofeedback & Counseling,morgan-mckinley.clientsecure.me,https://morgan-mckinley.clientsecure.me/,559282850860307832,5,2,0
therapy Louisville KY,st,maps,maps_search,9,9,Awaken Counseling,awakencounselingky.com,https://www.awakencounselingky.com/contact,15240253339951602091,5,2,0
