keyword,surface,type,rank_group,rank_absolute,title,domain,url,phone,cid,rating_value,rating_votes,is_lmhg
group therapy Louisville KY,maps,maps_search,74,74,"Home Away from Home Therapeutic Center, LLC",hahtcllc.org,http://www.hahtcllc.org/,+1502-653-9732,11061196001964653550,,,0
group therapy Louisville KY,maps,maps_search,75,75,Kentucky Recovery,kentuckyrecovery.com,http://kentuckyrecovery.com/,+1502-233-3290,8669616390374105519,4.4,35,0
group therapy Louisville KY,maps,maps_search,76,76,Louisville Counseling Associates,,,+1502-495-1888,17820421987806657233,5,1,0
group therapy Louisville KY,maps,maps_search,77,77,Life's Journey Counseling,lifesjourneyky.com,https://www.lifesjourneyky.com/,+1502-385-4151,16763775908145126302,4.5,32,0
group therapy Louisville KY,maps,maps_search,78,78,"Resurgence Counseling Center, LLC",resurgencecounseling.com,http://www.resurgencecounseling.com/,+1859-251-8782,10819107929832608035,5,3,0
group therapy Louisville KY,maps,maps_search,79,79,"Counseling Center of Kentucky, LLC",counselingcenter-ky.com,http://www.counselingcenter-ky.com/,+1502-821-0091,7443215960302130985,5,2,0
group therapy Louisville KY,maps,maps_search,80,80,Seven Counties Services - Child & Family West,sevencounties.org,http://www.sevencounties.org/?utm_source=Google_Business&utm_campaign=2225_West_Broadway,+1502-589-8910,16797012475118147361,2.9,8,0
group therapy Louisville KY,maps,maps_search,81,81,Transcend Counseling Services,transcendcounselingservices.org,https://www.transcendcounselingservices.org/,+1502-939-4914,14194134419768103465,5,4,0
group therapy Louisville KY,maps,maps_search,82,82,The Mindfulness Center,mindfulness-center.com,http://www.mindfulness-center.com/,+1502-509-9307,8926648442222605474,4.8,20,0
group therapy Louisville KY,maps,maps_search,83,83,Blissful Relaxation Float Louisville & Spa,blissfulrelaxationfloat.com,http://www.blissfulrelaxationfloat.com/,+1502-434-7133,2530333323947914512,4.8,186,0
group therapy Louisville KY,maps,maps_search,84,84,Downtown Family YMCA,ymcalouisville.org,http://www.ymcalouisville.org/downtown,+1502-587-6700,10007404456920958262,4.6,606,0
group therapy Louisville KY,maps,maps_search,85,85,UofL Health – Chestnut Street Outpatient Center,uoflhealth.org,https://uoflhealth.org/locations/chestnut-street-outpatient-center/?utm_source=GMBSocialClimb&utm_medium=UofLHealth%E2%80%93ChestnutStreetOutpatientCenter,+1502-588-4600,8230315325476942109,3.8,263,0
group therapy Louisville KY,maps,maps_search,86,86,Family & Children's Place - Family Service Center,familyandchildrensplace.org,http://www.familyandchildrensplace.org/,+1502-893-3900,6529796427651654429,4.5,22,0
group therapy Louisville KY,maps,maps_search,87,87,Women in Circle,mindfuldirection.net,https://mindfuldirection.net/womenincircle/,+1502-213-9058,7182874622474283769,4.5,19,0
group therapy Louisville KY,maps,maps_search,88,88,Kentucky Counseling Center - Elizabethtown,,,+1855-591-0092,7304263110741567416,5,1,0
group therapy Louisville KY,maps,maps_search,89,89,Aptiva Health,aptivahealth.com,http://www.aptivahealth.com/,+1502-583-1011,3263344687446787212,5,54,0
group therapy Louisville KY,maps,maps_search,90,90,Revive Counseling & Wellness,revivecounselingwellness.com,http://revivecounselingwellness.com/,+1502-632-3282,8085139018188967681,4.6,11,0
group therapy Louisville KY,maps,maps_search,91,91,Compass Counseling and Psychological Services,compasscaps.com,http://www.compasscaps.com/,+1502-426-2777,14930912705497822318,4.2,18,0
group therapy Louisville KY,maps,maps_search,92,92,Home of the Innocents,homeoftheinnocents.org,http://www.homeoftheinnocents.org/,+1502-596-1000,5455356961015939898,4.3,321,0
group therapy Louisville KY,maps,maps_search,93,93,The Middle Way,themiddleway.co,https://themiddleway.co/,+1502-208-6026,4386177179501614118,5,9,0
group therapy Louisville KY,maps,maps_search,94,94,ReMIND Health Group,remindhg.com,https://www.remindhg.com/,+1502-384-5436,3741276450385514764,2.8,11,0
group therapy Louisville KY,maps,maps_search,95,95,Commonwealth Therapy Louisville,commonwealththerapylouisville.com,http://www.commonwealththerapylouisville.com/ajax/contact.php,+1502-592-1736,15345925813114700989,3.7,3,0
group therapy Louisville KY,maps,maps_search,96,96,Weightless Float Center & Spa,weightlessky.com,http://weightlessky.com/,+1502-567-4111,9661899143317775169,4.9,486,0
group therapy Louisville KY,maps,maps_search,97,97,Better You Behavioral Health Services,betteryoubhs.com,https://www.betteryoubhs.com/,+1502-653-5800,17976063433541470056,4.4,7,0
group therapy Louisville KY,maps,maps_search,98,98,Mindsight Behavioral Group,mindsightbehavioral.com,http://www.mindsightbehavioral.com/,+1606-401-2966,12376561670521353941,4.1,9,0
group therapy Louisville KY,maps,maps_search,99,99,"Strong Roots Center: Louisville's Relationship, Gender and Sex Therapy",strongrootscenter.com,http://www.strongrootscenter.com/,+1502-306-3246,14162613352598956458,5,1,0
group therapy Louisville KY,maps,maps_search,100,100,"Margie Odom, M.Ed., LMFT",weightwithin.com,http://weightwithin.com/,+1502-472-1881,5140537826661460836,5,10,0
therapist Louisville KY,organic,local_pack,1,1,Kentucky Counseling Center,kentuckycounselingcenter.com,http://kentuckycounselingcenter.com/,(855) 591-0092,12572663660737329637,4.6,605,0
therapist Louisville KY,organic,local_pack,2,2,Evolved Counseling,evolvedcounselingcenter.com,https://evolvedcounselingcenter.com/,(502) 689-9952,722961778310681613,4.6,67,0
therapist Louisville KY,organic,local_pack,3,3,Discovery502 Counseling,discovery502counseling.com,https://www.discovery502counseling.com/,(502) 694-0377,3659523051043987812,5,1,0
therapist Louisville KY,organic,organic,1,4,"Find Therapists and Psychologists in Louisville, KY",psychologytoday.com,https://www.psychologytoday.com/us/therapists/ky/louisville,,,,,0
therapist Louisville KY,organic,organic,2,6,"Find Therapists & Therapy Clinicians in Louisville, Kentucky",lifestance.com,https://lifestance.com/provider/therapist/ky/louisville/,,,,,0
therapist Louisville KY,organic,organic,3,7,"New Hope Counseling, Licensed Therapists Louisville Kentucky",newhopecounselingsite.com,https://newhopecounselingsite.com/,,,,,0
therapist Louisville KY,organic,organic,4,8,"Therapist in Louisville, KY | Michael A. RoBards, LCSW",michaelarobards.com,https://www.michaelarobards.com/,,,,,0
therapist Louisville KY,organic,organic,5,9,Louisville Health & Healing: Private Therapy Louisville KY,louisvillehealthandhealing.com,https://www.louisvillehealthandhealing.com/,,,,,0
therapist Louisville KY,organic,organic,6,10,"Licensed Therapists Louisville, KY | Mental Health Counseling",innovativefamilytherapy.com,https://innovativefamilytherapy.com/,,,,,0
therapist Louisville KY,organic,organic,7,11,Louisville Therapist: Expert Psychiatrist & Counselors | KCC,kentuckycounselingcenter.com,https://kentuckycounselingcenter.com/kentucky-counseling-center/louisville/,,,,,0
therapist Louisville KY,organic,organic,8,12,Bridge Counseling & Wellness | Counseling & Therapy Services,bridgemindbody.com,https://www.bridgemindbody.com/,,,,,0
therapist Louisville KY,organic,organic,9,13,Northstar Counseling Center,northstarcounselingcenter.com,https://northstarcounselingcenter.com/,,,,,0
therapist Louisville KY,organic,organic,10,15,"TOP 10 BEST Therapist in Louisville, KY - Updated 2026",yelp.com,https://www.yelp.com/search?find_desc=Therapist&find_loc=Louisville%2C+KY,,,4,107,0
therapist Louisville KY,organic,organic,11,16,"Renew Counseling Services | Online Therapy | Louisville, KY",renewcounselingservices.org,https://www.renewcounselingservices.org/,,,,,0
therapist Louisville KY,organic,organic,12,17,Grace Psychological Services: Best Therapists in Louisville,louisvillegracepsychological.com,https://louisvillegracepsychological.com/,,,,,0
therapist Louisville KY,organic,organic,13,18,"Louisville, KY - Find a Psychologist",findapsychologist.org,https://www.findapsychologist.org/cities/psychologists-in-louisville/,,,,,0
therapist Louisville KY,organic,organic,14,19,Heartwood Therapy Place | Strengthening Your Mental Health,heartwoodtherapyplace.com,https://heartwoodtherapyplace.com/,,,,,0
therapist Louisville KY,organic,organic,15,20,Louisville Mental Health Group: Mental Health Clinic In ...,louisvillementalhealth.org,https://louisvillementalhealth.org/,,,,,1
therapist Louisville KY,organic,organic,16,21,"Counseling in Louisville, KY. Find the Right Therapist.",theravive.com,https://www.theravive.com/cities/ky/counseling-louisville.aspx,,,,,0
therapist Louisville KY,organic,organic,17,22,Online Counseling & Telehealth | Louisville,mindsightbehavioral.com,https://www.mindsightbehavioral.com/counseling-louisville-ky,,,,,0
therapist Louisville KY,organic,organic,18,23,"Bloom Counseling + Wellness Studio, Louisville, KY – Bloom ...",bloomlouisville.com,https://bloomlouisville.com/,,,,,0
therapist Louisville KY,organic,organic,19,24,Counseling Resources,namilouisville.org,https://namilouisville.org/counseling-resources,,,,,0
family therapy Louisville KY,local_finder,local_pack,1,1,Kentucky Counseling Center,kentuckycounselingcenter.com,http://kentuckycounselingcenter.com/,(855) 591-0092,12572663660737329637,4.6,605,0
family therapy Louisville KY,local_finder,local_pack,2,2,Steere Family Therapy,louisvillefamilytherapy.com,http://louisvillefamilytherapy.com/,(502) 295-5008,2787614966230724216,5,1,0
family therapy Louisville KY,local_finder,local_pack,3,3,Olive Branch Family Counseling,olivebranchfamilycounseling.com,http://www.olivebranchfamilycounseling.com/,(502) 653-2228,15906099659231562543,4.9,9,0
family therapy Louisville KY,local_finder,local_pack,4,4,"Diane Taylor, Marriage and Family Therapy Associate",dianeptaylor.com,https://www.dianeptaylor.com/,(502) 727-3201,15322788841699697757,5,6,0
family therapy Louisville KY,local_finder,local_pack,5,5,Discovery502 Counseling,discovery502counseling.com,https://www.discovery502counseling.com/,(502) 694-0377,3659523051043987812,5,1,0
family therapy Louisville KY,local_finder,local_pack,6,6,Step By Step Family Services,stepbystepfamilyservices.org,https://stepbystepfamilyservices.org/,(502) 353-0090,17845233296459814959,5,1,0
family therapy Louisville KY,local_finder,local_pack,7,7,"Creative Family Counseling, LLC",creativefamilycounseling.org,http://www.creativefamilycounseling.org/,(502) 709-0410,11344345225727788109,3.9,14,0
family therapy Louisville KY,local_finder,local_pack,8,8,Safe Touch Family Counseling,safetouchcounseling.com,http://www.safetouchcounseling.com/,(502) 501-3592,861489592375487304,5,10,0
family therapy Louisville KY,local_finder,local_pack,9,9,Louisville Center for Therapy and Personal Sustainability,lctps.org,http://www.lctps.org/,(502) 694-0919,18341569579325599505,5,20,0
family therapy Louisville KY,local_finder,local_pack,10,10,Evolved Counseling,evolvedcounselingcenter.com,https://evolvedcounselingcenter.com/,(502) 689-9952,722961778310681613,4.6,67,0
family therapy Louisville KY,local_finder,local_pack,11,11,Revelation Counseling Center,rcclouisville.com,http://www.rcclouisville.com/,(502) 224-4478,17246625085606750563,4.8,45,0
family therapy Louisville KY,local_finder,local_pack,12,12,Family Health Centers West Market Counseling Center,fhclouisville.org,http://www.fhclouisville.org/,(502) 772-8370,11175044448394009256,4.9,19,0
family therapy Louisville KY,local_finder,local_pack,13,13,Innovative Family Therapy,innovativefamilytherapy.com,https://www.innovativefamilytherapy.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,(502) 612-9129,9564661954811085184,4.5,16,0
family therapy Louisville KY,local_finder,local_pack,14,14,Bridge Counseling and Wellness,bridgemindbody.com,http://www.bridgemindbody.com/,(502) 694-9488,4593127249481427181,4.3,20,0
family therapy Louisville KY,local_finder,local_pack,15,15,Family & Childrens Mental Health,,,(502) 561-1112,11781362370382299607,4.3,20,0
family therapy Louisville KY,local_finder,local_pack,16,16,Thriveworks Counseling & Therapy Louisville,thriveworks.com,https://thriveworks.com/louisville-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,(502) 289-6746,12344539005794056131,5,2,0
family therapy Louisville KY,local_finder,local_pack,17,17,Derby City Counseling,derbycitycounseling.com,http://derbycitycounseling.com/,(502) 701-2171,13494564945055058624,5,12,0
family therapy Louisville KY,local_finder,local_pack,18,18,Brock Family Therapy Center Inc.,brockfamilytherapycenter.com,http://www.brockfamilytherapycenter.com/,(502) 785-4322,3625272312540423104,4.7,13,0
family therapy Louisville KY,local_finder,local_pack,19,19,Counseling Unconditionally,counselingunconditionally.com,https://counselingunconditionally.com/?utm_source=GMB&utm_medium=GMB&utm_campaign=GMB,(502) 717-1596,7015820082637248146,5,36,0
family therapy Louisville KY,local_finder,local_pack,20,20,"Kimberly Maugans, LCSW",kimberlymaugans.com,https://www.kimberlymaugans.com/,(502) 592-8525,11520884675438339728,4.3,16,0
mental health services Louisville KY,maps,maps_search,1,1,Bridgehaven Mental Health Services,bridgehaven.org,http://www.bridgehaven.org/,+1502-585-9444,4033867803495883304,3.4,34,0
mental health services Louisville KY,maps,maps_search,2,2,UofL Physicians – Psychiatry & Depression Center,uoflhealth.org,https://uoflhealth.org/locations/uofl-physicians-psychiatry-depression-center/?utm_source=GMBSocialClimb&utm_medium=UofLPhysicians%E2%80%93Psychiatry%26DepressionCenter,+1502-588-4450,2155707026388250868,4.9,291,0
mental health services Louisville KY,maps,maps_search,3,3,Kentucky Mental Health Services,kentuckymentalhealthservice.com,http://kentuckymentalhealthservice.com/,+1502-996-1091,14270489554605532624,5,1,0
mental health services Louisville KY,maps,maps_search,4,4,Better You Behavioral Health Services,,,,12068886867425774092,5,1,0
mental health services Louisville KY,maps,maps_search,5,5,"Mindset Resolutions, LLC",mindsetresolutions.com,http://mindsetresolutions.com/,+1502-631-8015,17229153376867389858,5,11,0
mental health services Louisville KY,maps,maps_search,6,6,"Best Life Mental Health Services, LLC. - Baxter Ave.",bestlifelouisville.com,https://www.bestlifelouisville.com/,+1502-333-9466,2396202440385873287,5,1,0
mental health services Louisville KY,maps,maps_search,7,7,"Bridge The Gap Addiction and Mental Health Services, PLLC",btgamh.com,https://www.btgamh.com/,+1502-416-8783,7256918563430512254,3.9,8,0
mental health services Louisville KY,maps,maps_search,8,8,Family & Childrens Mental Health,,,+1502-561-1112,11781362370382299607,4.3,20,0
mental health services Louisville KY,maps,maps_search,9,9,Steps Behavioral Care,,,+1786-447-6341,1753429238079149891,,,0
mental health services Louisville KY,maps,maps_search,10,10,Seven Counties Services - Adult Downtown Office,sevencounties.org,https://sevencounties.org/?utm_source=Google_Business&utm_medium=Organic_Search&utm_campaign=708_Magazine,+1502-589-8926,12628363037954538312,2.8,16,0
mental health services Louisville KY,maps,maps_search,11,11,Norton Children's Behavioral and Mental Health - Bingham Clinic,nortonchildrens.com,https://nortonchildrens.com/location/loc0000191768?utm_source=third-party&utm_medium=listings&utm_campaign=ncbmh-dtc&utm_content=location-page,+1502-588-0800,1483753383765710184,3.2,9,0
mental health services Louisville KY,maps,maps_search,12,12,Wellspring Crisis Unit,,,+1502-584-2870,6331444131271622932,4.4,40,0
mental health services Louisville KY,maps,maps_search,13,13,Cultivate Behavioral Health & Education - Counseling Services,cultivatebhe.com,https://cultivatebhe.com/locations/kentucky/louisville-ky-mental-health/,+1859-360-3006,1378097550387315905,1,1,0
mental health services Louisville KY,maps,maps_search,14,14,Evolved Counseling,evolvedcounselingcenter.com,https://evolvedcounselingcenter.com/,+1502-689-9952,722961778310681613,4.6,67,0
mental health services Louisville KY,maps,maps_search,15,15,Conscientia Health,conscientiahealth.com,https://www.conscientiahealth.com/,+1877-803-5342,7882553465664180267,,,0
mental health services Louisville KY,maps,maps_search,16,16,Living For A Change Support Services & Residence LLC,livingforachange.love,https://www.livingforachange.love/,+1502-684-1371,5959497120912084686,,,0
mental health services Louisville KY,maps,maps_search,17,17,Center for Behavioral Health at Spalding University,behavioralhealth.spalding.edu,https://behavioralhealth.spalding.edu/,+1502-792-7011,14571659492760252991,4,2,0
mental health services Louisville KY,maps,maps_search,18,18,Transitions Counseling & Mental Health Center,,,+1502-443-7271,4797476825427611110,5,4,0
mental health services Louisville KY,maps,maps_search,19,19,Kentucky Counseling Center,kentuckycounselingcenter.com,http://kentuckycounselingcenter.com/,+1855-591-0092,12572663660737329637,4.6,605,0
mental health services Louisville KY,maps,maps_search,20,20,COMPSERV HEALTH RESOURCES INC,compservhealth.com,https://www.compservhealth.com/,+1888-751-3730,13328802198632458669,4.7,15,0
mental health services Louisville KY,maps,maps_search,21,21,UofL Physicians-Psychiatry,uoflphysicians.com,http://www.uoflphysicians.com/psychiatry?tab=our-locations,+1502-588-4450,16819950719124493047,2.4,46,0
mental health services Louisville KY,maps,maps_search,22,22,Norton Hospital Adult Psychiatric Unit,,,+1502-629-6700,5725729160464376381,2.6,11,0
mental health services Louisville KY,maps,maps_search,23,23,"Improved Dynamics ABA - Louisville, KY",improveddynamicsaba.com,https://improveddynamicsaba.com/,+1571-400-2860,5099960698760385780,5,8,0
mental health services Louisville KY,maps,maps_search,24,24,Norton Behavioral Health - Broadway,nortonhealthcare.com,https://nortonhealthcare.com/location/LOC0000191721?utm_source=Yext,+1502-446-5610,4932977823485263514,4.2,5,0
mental health services Louisville KY,maps,maps_search,25,25,Kentuckiana Behavioral Services,kentuckianabehavioralservices.com,http://www.kentuckianabehavioralservices.com/,+1502-548-1146,16124359962030548277,,,0
mental health services Louisville KY,maps,maps_search,26,26,Blue Moon Therapy,bluemoontherapygroup.com,https://www.bluemoontherapygroup.com/,+1502-836-0759,3281283209690975545,4.5,13,0
mental health services Louisville KY,maps,maps_search,27,27,Kentucky Mental Health Care,kentuckymentalhealth.com,http://kentuckymentalhealth.com/,+1502-233-3030,8565374679302807126,,,0
mental health services Louisville KY,maps,maps_search,28,28,Acute Child Psychiatric Services,,,+1502-589-8070,8049034729982394500,1,2,0
mental health services Louisville KY,maps,maps_search,29,29,Bridge Counseling and Wellness,bridgemindbody.com,http://www.bridgemindbody.com/,+1502-694-9488,4593127249481427181,4.3,20,0
mental health services Louisville KY,maps,maps_search,30,30,Emergency Psychiatry Services,uoflhealth.org,https://uoflhealth.org/locations/emergency-psychiatry-services/?utm_source=GMBSocialClimb&utm_medium=EmergencyPsychiatryServices,+1502-562-3120,17441042685551547629,1,4,0
mental health services Louisville KY,maps,maps_search,31,31,Kentucky Mental Health Care,kentuckymentalhealth.com,http://kentuckymentalhealth.com/,+1502-233-3030,9160707147478184474,2.7,58,0
mental health services Louisville KY,maps,maps_search,32,32,Psychiatric Services,,,+1502-629-8050,2561588753264094767,5,1,0
mental health services Louisville KY,maps,maps_search,33,33,A Brighter Path Counseling Services - Robin Conway LCSW,,,+1502-417-4708,15353537005248733589,5,1,0
mental health services Louisville KY,maps,maps_search,34,34,Wellspring Administrative Center,wellspringky.org,http://www.wellspringky.org/,+1502-637-4361,6821076102583807441,3.2,9,0
mental health services Louisville KY,maps,maps_search,35,35,Seven Counties Services - JADAC - Addiction Recovery Services,sevencounties.org,http://sevencounties.org/,+1502-583-3951,14812907853502749361,4.3,6,0
mental health services Louisville KY,maps,maps_search,36,36,Family Health Centers West Market Counseling Center,fhclouisville.org,http://www.fhclouisville.org/,+1502-772-8370,11175044448394009256,4.9,19,0
mental health services Louisville KY,maps,maps_search,37,37,Discovery502 Counseling,discovery502counseling.com,https://www.discovery502counseling.com/,+1502-694-0377,3659523051043987812,5,1,0
mental health services Louisville KY,maps,maps_search,38,38,Swell Health,getswell.app,http://getswell.app/,+1931-201-9558,7704539787725957292,5,6,0
mental health services Louisville KY,maps,maps_search,39,39,Wellspring,,,+1502-561-1051,14947071906083634665,4,12,0
mental health services Louisville KY,maps,maps_search,40,40,New Leaf Clinic,newleaf1216.com,http://newleaf1216.com/,+1502-690-4286,9373623958258510169,4,18,0
mental health services Louisville KY,maps,maps_search,41,41,Louisville Addiction Center,louisvilleaddictioncenter.com,https://louisvilleaddictioncenter.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1502-586-4445,1773128703860624753,4.9,62,0
mental health services Louisville KY,maps,maps_search,42,42,Va Mental Health,mentalhealth.va.gov,http://www.mentalhealth.va.gov/,+1502-287-5915,1872045286088112368,5,1,0
mental health services Louisville KY,maps,maps_search,43,43,NAMI Louisville,namilouisville.org,http://www.namilouisville.org/,+1502-588-2008,8755108917821935103,4.8,6,0
mental health services Louisville KY,maps,maps_search,44,44,OneQuest Health - Louisville Outpatient Center,onequesthealth.org,https://onequesthealth.org/,+1859-292-4140,2950038234948225739,,,0
mental health services Louisville KY,maps,maps_search,45,45,Seven Counties Services - Child & Family West,sevencounties.org,http://www.sevencounties.org/?utm_source=Google_Business&utm_campaign=2225_West_Broadway,+1502-589-8910,16797012475118147361,2.9,8,0
mental health services Louisville KY,maps,maps_search,46,46,Cecil Mike,,,+1502-583-0250,4714976177061031153,5,1,0
mental health services Louisville KY,maps,maps_search,47,47,Seven Counties Services,,,,11568932240822450366,,,0
mental health services Louisville KY,maps,maps_search,48,48,Crisis & Information Center,,,+1502-589-4313,15546629347861497175,5,2,0
mental health services Louisville KY,maps,maps_search,49,49,Mandala House,mandalalouisville.com,http://www.mandalalouisville.com/,+1502-309-2408,7338947767413929926,4,50,0
mental health services Louisville KY,maps,maps_search,50,50,Astra Behavioral Health,astrabh.com,http://www.astrabh.com/,+1502-694-4820,7519005861055638997,4.8,264,0
mental health services Louisville KY,maps,maps_search,51,51,Brittainy Shaw,,,+1614-390-3387,1268301052706177397,1,1,0
mental health services Louisville KY,maps,maps_search,52,52,UofL Health – UofL Hospital Inpatient Medical Psychiatric Unit,uoflhealth.org,https://uoflhealth.org/locations/uofl-health-uofl-hospital-inpatient-medical-psychiatric-unit/?utm_source=GMBSocialClimb&utm_medium=UofLHealth%E2%80%93UofLHospitalInpatientMedicalPsychiatricUnit,+1502-562-4680,16228990473381615300,,,0
mental health services Louisville KY,maps,maps_search,53,53,Bingham Clinic,uoflphysicians.com,http://www.uoflphysicians.com/bingham-clinic,+1502-588-0800,4677714693687255601,3.9,18,0
mental health services Louisville KY,maps,maps_search,54,54,Old Louisville Counseling Center,oldlouisvillecc.com,https://oldlouisvillecc.com/,+1502-583-9526,17935466970581937034,3.3,4,0
mental health services Louisville KY,maps,maps_search,55,55,Seven Counties Services - Child & Family Downtown,sevencounties.org,https://sevencounties.org/?utm_source=Google_Business&utm_medium=Organic_Search&utm_campaign=914_East_Broadway,+1502-589-8731,16543854831705774151,2.4,8,0
mental health services Louisville KY,maps,maps_search,56,56,"Psych, Inc",psychinchelps.com,http://psychinchelps.com/,+1502-272-9718,6600645316287422352,,,0
mental health services Louisville KY,maps,maps_search,57,57,"Kimberly LaFollette, Psy.D.",kimberlylafollette.com,http://www.kimberlylafollette.com/,+1502-541-1289,13859285000941699518,5,1,0
mental health services Louisville KY,maps,maps_search,58,58,Transformative Justice Mental Health Clinic,transformativejustice.co,http://transformativejustice.co/,+1502-496-4928,13710578299267466167,5,1,0
mental health services Louisville KY,maps,maps_search,59,59,Giles Professional Counseling & Consulting,psychologytoday.com,https://www.psychologytoday.com/us/therapists/giles-professional-counseling-consulting-floyds-knobs-in/134084,,6283226995910737185,,,0
mental health services Louisville KY,maps,maps_search,60,60,Sagacity Wellness Group,,,+1502-802-6125,2736530874127176641,,,0
mental health services Louisville KY,maps,maps_search,61,61,Louisville Behavioral Health,louisvillebehavioral.com,http://www.louisvillebehavioral.com/,+1502-454-8800,11940589728621395907,3.3,77,0
mental health services Louisville KY,maps,maps_search,62,62,"Avenues Unlimited Counseling Center, Inc.",avenuesunlimited.com,https://www.avenuesunlimited.com/,+1502-459-9635,4664746409427207013,5,1,0
mental health services Louisville KY,maps,maps_search,63,63,University of Louisville Counseling Center,louisville.edu,http://www.louisville.edu/counseling,+1502-852-6585,14125377288956595673,3.3,6,0
mental health services Louisville KY,maps,maps_search,64,64,"Best Life Mental Health Services, LLC. - Dupont Circle",bestlifelouisville.com,http://bestlifelouisville.com/,+1502-333-9466,9971473340962041837,4.6,9,0
mental health services Louisville KY,maps,maps_search,65,65,Better You Behavioral Health Services,betteryoubhs.com,https://www.betteryoubhs.com/,+1502-653-5800,17976063433541470056,4.4,7,0
mental health services Louisville KY,maps,maps_search,66,66,Louisville Counseling Directory,,,+1502-357-0734,13332365546462742004,,,0
mental health services Louisville KY,maps,maps_search,67,67,Community Transitional Services (CTS),c-t-susa.com,http://www.c-t-susa.com/,+1502-855-6500,6885390696302583958,2.5,45,0
mental health services Louisville KY,maps,maps_search,68,68,Louisville Mental Health Group,louisvillementalhealth.org,https://louisvillementalhealth.org/,+1502-416-1416,2768315829466915400,4.4,19,1
mental health services Louisville KY,maps,maps_search,69,69,Perfect Unity Behavioral Health LLC,perfectunitybehavioralhealth.com,http://perfectunitybehavioralhealth.com/,+1502-554-4100,7506834578891761687,4.5,8,0
mental health services Louisville KY,maps,maps_search,70,70,Mandala Counseling Services,,,+1502-299-6446,4212223029139344883,,,0
mental health services Louisville KY,maps,maps_search,71,71,Recovery Inc of Kentucky,upliftmentalhealthsupport.org,https://upliftmentalhealthsupport.org/,+1502-458-8016,18333041392909903393,5,1,0
mental health services Louisville KY,maps,maps_search,72,72,Kellye Singletary,upsingtelepsychiatry.com,https://www.upsingtelepsychiatry.com/,+1502-653-2300,2510942057401921195,3.7,3,0
mental health services Louisville KY,maps,maps_search,73,73,CleanSlate Outpatient Addiction Medicine,cleanslatecenters.com,https://www.cleanslatecenters.com/louisville-kentucky/?utm_source=google&utm_medium=local&utm_campaign=KY_Louisville,+1502-238-9462,7591409483299368632,4.4,75,0
mental health services Louisville KY,maps,maps_search,74,74,b.mindful Louisville,bmindfullouisville.com,http://bmindfullouisville.com/,+1502-528-1363,12947764001160807206,5,14,0
mental health services Louisville KY,maps,maps_search,75,75,"Tamara Roberts, PHD",,,+1502-589-8600,6109210469996246688,5,1,0
mental health services Louisville KY,maps,maps_search,76,76,Kaplan Forensic Psychological Services,drkaplanpsychology.com,http://www.drkaplanpsychology.com/,+1502-403-7739,5115383240539927656,,,0
mental health services Louisville KY,maps,maps_search,77,77,Norton Children's Behavioral Health,nortonchildrens.com,https://nortonchildrens.com/services/behavioral-and-mental-health/,+1502-588-2330,2143733442266094951,,,0
mental health services Louisville KY,maps,maps_search,78,78,Depression Center,louisville.edu,https://louisville.edu/depression/,+1502-813-6600,9430277672794750118,,,0
mental health services Louisville KY,maps,maps_search,79,79,"The Lotus Connection, Louisville, KY",lotusconnectionllc.com,https://www.lotusconnectionllc.com/,+1502-791-9800,9881441466964004527,5,2,0
mental health services Louisville KY,maps,maps_search,80,80,Option to Success Family Services,optiontosuccess.org,https://optiontosuccess.org/,+1502-384-0091,5056378632107347690,5,1,0
mental health services Louisville KY,maps,maps_search,81,81,UofL Health – Peace Hospital,uoflhealth.org,https://uoflhealth.org/locations/peace-hospital/?utm_source=GMBSocialClimb&utm_medium=UofLHealth%E2%80%93PeaceHospital,+1502-451-3330,3265289628577887398,1.9,309,0
mental health services Louisville KY,maps,maps_search,82,82,Vanburen Mulca Emily,,,+1502-593-0445,15064531364913651978,,,0
mental health services Louisville KY,maps,maps_search,83,83,"Marcus L Seaton, APRN",providers.nortonchildrens.com,https://providers.nortonchildrens.com/provider/Marcus+L+Seaton/1564851?utm_source=third-party&utm_medium=listings&utm_campaign=ncbmh-dtc&utm_content=provider-profile,+1502-588-0800,12899285848840886095,5,1,0
mental health services Louisville KY,maps,maps_search,84,84,The Couch Immediate Mental Health Care,thecouchimmediatementalhealthcare.com,http://thecouchimmediatementalhealthcare.com/,+1502-414-4557,11914682056631398028,4.1,101,0
mental health services Louisville KY,maps,maps_search,85,85,Dr. Teri L Maynard,,,+1502-582-7484,602260867892686374,,,0
mental health services Louisville KY,maps,maps_search,86,86,Norton Children's Behavioral and Mental Health - NuLu,nortonchildrens.com,https://nortonchildrens.com/location/loc0000191770?utm_source=third-party&utm_medium=listings&utm_campaign=ncbmh-dtc&utm_content=location-page,+1502-588-0800,6791365585189578818,,,0
mental health services Louisville KY,maps,maps_search,87,87,"Savannah R Mullins, APRN",providers.nortonhealthcare.com,https://providers.nortonhealthcare.com/provider/Savannah+R+Mullins/483764?utm_source=Yext,+1502-629-2602,9816110639990177282,5,1,0
mental health services Louisville KY,maps,maps_search,88,88,Kentucky Counseling Center - Elizabethtown,,,+1855-591-0092,7304263110741567416,5,1,0
